y,time,sats,long,lat,velocity,heading,height,vert-vel,GPS-Longacc,turn-radius,Centre-Line-Deviation,AbsHead,Longacc,Latacc,rel-height
0.0,0.0,0.78,0.9565916020757186,0.21834614037607025,0.0,0.0,0.19176977754376728,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.0012451670466946396,0.8,0.9565919214904852,0.21834242635969758,0.0,0.0,0.18903843622482563,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.0013244770496694258,0.8,0.9565914743097892,0.21834329697702515,0.0,0.0,0.18992694484664996,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.0014037870526433238,0.8,0.9565906438315324,0.2183439916184966,0.0,0.0,0.19091417664867716,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.0014830970556172218,0.8,0.9565902605337442,0.21834504747351957,0.0,0.0,0.19140779254969068,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.0015624070585911198,0.8,0.9565907077144402,0.21834564949614332,0.0,0.0,0.19193431617743847,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.001641717061565906,0.8,0.9565906438315324,0.21834639970887793,0.0,0.0,0.19211530867447682,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.001721027064539804,0.8,0.9565904521828088,0.21834643675646248,0.0,0.0,0.19260892457549034,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.003069297115099623,0.8,0.9565906438315324,0.2183463626613502,0.0,0.0,0.1927076477556931,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.00505204718945329,0.8,0.9565903244168794,0.21834655716094176,0.0,0.0,0.19260892457549034,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.005131357192427188,0.8,0.9565894939385089,0.21834668682737401,0.0,0.0,0.1929380018428328,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.005210667195401086,0.8,0.956588982874905,0.21834720549293252,0.0,0.0,0.19325062524680797,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.005289977198374984,0.8,0.9565883440454854,0.21834791865819625,0.0,0.0,0.19390877978149273,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.0053692872013497706,0.8,0.956588216279556,0.21834865034719542,0.0,0.0,0.19440239568250628,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.0054485972043236686,0.8,0.9565880246307188,0.21834865034719542,0.0,0.0,0.19469856522311446,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.005527907207297567,0.8,0.9565869386206032,0.21834849289513159,0.0,0.0,0.19535671975779914,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.005607217210271465,0.8,0.9565859164932817,0.21834797422951624,0.0,0.0,0.19594905883901545,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.005686527213246251,0.8,0.9565856609616503,0.21834709435040622,0.0,0.0,0.1959161511122812,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.005765837216220149,0.8,0.9565855970787425,0.21834661273226175,0.0,0.0,0.19624522837962366,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.005845147219194047,0.8,0.9565854054299052,0.21834685354133399,0.0,0.0,0.1966894826905358,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.005924457222167945,0.8,0.9565849582494366,0.21834718696919708,0.0,0.0,0.19728182177175205,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
0.0,0.006003767225142731,0.8,0.9565845749517621,0.2183468350175417,0.0,0.0,0.1976767144925629,0.4884615384615385,0.33393501805054154,0.0,0.7764764764764766,0.9923332799046208,0.9304923458833264,0.9065815416392826,0.017972557671681273
